Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,CGB Functionality,SGB Functionality,Mask ROM Ver,Region
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Sansuu Battle Hen (Japan).gb,SIKAKUI S BAT,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Totsugeki! Ponkotsu Tank (Japan).gb,TOTSUGEKI TANK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Gakken - Yojijukugo 288 (Japan).gb,YOJIJUKUGO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Trip World (Japan).gb,TRIP WORLD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
America Oudan Ultra Quiz (Japan).gb,DMG-UQJ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Panel no Ninja Kesamaru (Japan).gb,KESAMARU,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Bakenou V3 (Japan).gb,BAKENOH V3,MBC1+RAM+BATTERY,MBC1,8,1,0x800,0x20000,None,No,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Suuji de Asobou Sansuu Hen (Japan).gb,NITINOU SANSUU 1,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
WWF Superstars 2 (Japan).gb,SUPERWWF,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
GBKiss Mini Games (Japan).gb,GBKISS MINIGAME,HuC1+RAM+BATTERY,HuC1,16,4,0x4000,0x40000,None,No,0,Japan
Dr. Franken (Japan).gb,DR FRANKEN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Street Basketball 2 (Japan) (SGB Enhanced).gb,S S BASKET BALL2,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Pocket Monsters - Aka (Japan) (SGB Enhanced).gb,POKEMON RED,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Bomber Man GB 2 (Japan) (SGB Enhanced).gb,BOMBER MAN GB 2,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Volley Fire (Japan).gb,VOLLEY FIRE,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Monster Race Okawari (Japan) (SGB Enhanced).gb,MON RACE OTHER,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Kingyo Chuuihou! - Wapiko no Wakuwaku Stamp Rally! (Japan).gb,GB KINGYOTYUUI 1,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Jungle no Ouja Tar-chan (Japan) (SGB Enhanced).gb,GB TAACHIYAN    ,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Saint Paradise - Saikyou no Senshi-tachi (Japan).gb,SD SEINTPARADA01,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Versus Hero - Kakutou Ou e no Michi (Japan).gb,VERSUS HERO,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Ayakashi no Shiro (Japan).gb,AYAKASI NO SIRO,MBC2+BATTERY,MBC2,4,1,0x100,0x10000,None,No,0,Japan
Ganso!! Yancha Maru (Japan).gb,KID NIKI,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Rampart (Japan).gb,RAMPART_GB (JPN),MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Chibi Maruko-chan - Okozukai Daisakusen! (Japan).gb,CHIBIMARUKO,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Namco Classic (Japan).gb,NAMCOCLASSIC,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Track Meet - Mezase! Barcelona (Japan).gb,TRACK MEET HIRO,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Z Kai (Reibun de Oboeru) Kyuukyoku no Kobun Tango (Japan).gb,Z KAI KOBUN   ,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Super B-Daman - Fighting Phoenix (Japan) (SGB Enhanced).gb,SUPER B DAMAN,HuC1+RAM+BATTERY,HuC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Takeda Nobuhiro no Ace Striker (Japan).gb,ACE STRIKER,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Uno - Small World (Japan).gb,UNO-SMALL WORLD,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Rentaiou (Japan).gb,RENTAIOU,MBC1+RAM+BATTERY,MBC1,4,1,0x800,0x10000,None,No,0,Japan
Ultraman Ball (Japan) (SGB Enhanced).gb,ULTRAMAN BALL,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
"Simpsons, The - Bart no Jack to Mame no Ki (Japan).gb",SIMPSONS3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Nangoku Shounen Papuwa-kun - Ganmadan no Yabou (Japan).gb,PAPUWAKUNN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Hook (Japan).gb,HOOK,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Doraemon no Study Boy 4 - Shou ni Kokugo Kanji (Japan).gb,STUDYBOY KOKUGO2,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Super Black Bass Pocket 2 (Japan) (SGB Enhanced).gb,BASS POCKET 2,MBC1+RAM+BATTERY,MBC1,64,1,0x800,0x100000,None,Yes,0,Japan
Pachio-kun 3 (Japan).gb,PACHIOKUN 3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Ranma 1-2 - Kakugeki Mondou!! (Japan).gb,RANMA1/2KAKUGEKI,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Koi wa Kakehiki (Japan).gb,KOI WA KAKEHIKI,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Goukaku Boy Series - Yamakawa Ichimonittou - Nihonshi B Yougo Mondaishuu (Japan).gb,YAMAKAWA NIHON,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
"Addams Family, The (Japan).gb",ADDAMS FAMILY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Pri Pri - Primitive Princess! (Japan).gb,PRIPRI,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Pocket Bomber Man (Japan) (SGB Enhanced).gb,POKEBOM,HuC1+RAM+BATTERY,HuC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Bubble Bobble (Japan).gb,BUBBLE BOBBLE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Koukou Nyuushi Derujun - Rekishi Nendai Anki Point 240 (Japan).gb,REKISINENDAI 240,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Aero Star (Japan).gb,AEROSTAR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Card Game (Japan).gb,CARD GAME,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Higashio Osamu Kanshuu Pro Yakyuu Stadium '92 (Japan).gb,PURO STADIUM '92,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Dirty Racing (Japan).gb,DIRTY RACIN',MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Batman Forever (Japan).gb,BATMAN FOREVER,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Megami Tensei Gaiden - Last Bible II (Japan).gb,LAST BIBLE2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Spot (Japan).gb,SPOT,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Midori no Makibaou (Japan) (SGB Enhanced).gb,MAKIBAO,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
J.League Live '95 (Japan) (SGB Enhanced).gb,J.LEAGUE LIVE 95,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Palamedes (Japan).gb,PALAMEDES,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Jaleco J.Cup Soccer (Japan).gb,J.CUP SOCCER,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Shanghai Pocket (Japan) (SGB Enhanced).gb,SHANGHAI POCKET,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Phantasm (Japan).gb,PHANTASM,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Makaimura Gaiden - The Demon Darkness (Japan).gb,MAKAIMURAGAIDEN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Penta Dragon (Japan).gb,PENTADRAGON,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Oni IV - Kijin no Ketsuzoku (Japan).gb,ONI 4,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Nettou Garou Densetsu 2 - Aratanaru Tatakai (Japan) (SGB Enhanced).gb,NETTOUGAROU2,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Nihon Daihyou Team - Eikou no Eleven (Japan) (SGB Enhanced).gb,NIHON DAIHYOU   ,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Nintama Rantarou GB - Eawase Challenge Puzzle (Japan) (SGB Enhanced).gb,NINTAMA EAWASE,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Goukaku Boy Series - Nihonshi Target 201 (Japan).gb,NIHONSHI 201 GB,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Wizardry Gaiden 2 - Kodai Koutei no Noroi (Japan).gb,WIZARDRY CAE,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Mario no Picross (Japan) (SGB Enhanced).gb,MARIO'S PICROSS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Q Billion (Japan).gb,QBILLION,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Double Yakuman II (Japan).gb,DOUBLEYAKUMAN2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Hiden Inyou Kikouhou - Ca Da (Japan).gb, ---  CADA  --- ,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Sanrio Carnival 2 (Japan).gb,SANRIO CARNIVAL2,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Koro Dice (Japan).gb,KORODICE,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Daiku no Gen-san - Ghost Building Company (Japan).gb,GENSAN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Doraemon no Study Boy 2 - Shou 1 Sansuu Keisan (Japan).gb,STUDYBOY SANSU 1,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
SD Lupin Sansei - Kinko Yaburi Daisakusen (Japan).gb,SD LUPIN THE 3RD,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off (Japan) (SGB Enhanced).gb,GB SLAM DUNK 2  ,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Monster Truck (Japan).gb,MONSTERTRUCK,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Jantaku Boy (Japan).gb,JANTAKUBOY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Sangokushi - Game Boy Ban (Japan).gb,SANGOKUSHI,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Tiny Toon Adventures - Dokidoki Sport Festival (Japan).gb,TINY TOON 3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Saigo no Nindou (Japan).gb,NINJA SPIRIT,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Mani 4 in 1 (China) (DMG-602 CHN).gb,SAGAIA,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Puzznic (Japan).gb,PUZZNIC,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Medarot - Kabuto Version (Japan) (SGB Enhanced).gb,MEDAROT KABUTO,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Doraemon no Study Boy 6 - Gakushuu Kanji Master 1006 (Japan).gb,STUDYBOY KAN1006,MBC1,MBC1,64,0,0x0,0x100000,None,No,0,Japan
Little Master 2 - Raikou no Kishi (Japan).gb,LITTLE MASTER 2,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Tsumeshougi - Mondai Teikyou Shougi Sekai (Japan).gb,TSUMESHOUGI,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
SD Hiryuu no Ken Gaiden (Japan) (SGB Enhanced).gb,SD HIRYUNOKEN,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Klax (Japan).gb,KLAX,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Pocket Golf (Japan).gb,POCKET GOLF     ,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Bomber Man Collection (Japan) (SGB Enhanced).gb,BOMCOL,MBC1,MBC1,64,0,0x0,0x100000,None,Yes,0,Japan
Chibi Maruko-chan 2 - Deluxe Maruko World (Japan).gb,CHIBIMARUKO2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Game Boy Wars (Japan).gb,GBWARS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,No,0,Japan
Kenyuu Densetsu Yaiba (Japan).gb,YAIBA,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Nekketsu Koukou Dodgeball-bu - Kyouteki! Dodge Soldier no Maki (Japan).gb,DODGE BALL,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Pachinko Taisen (Japan) (SGB Enhanced).gb,S-PACHINKO WARS ,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Pocket Puyo Puyo Tsuu (Japan) (SGB Enhanced).gb,POCKET PUYOPUYO2,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Karakuri Kengou Den Musashi Lord (Japan).gb,GB MUSASHIROAD 1,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Double Dragon (Japan).gb,DOUBLE DRAGON,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Trump Collection GB (Japan).gb,TRUMP COLLECTION,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Chibi Maruko-chan 3 - Mezase! Game Taishou no Maki (Japan).gb,CHIBIMARUKO3,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Nobunaga no Yabou - Game Boy Ban (Japan).gb,NOBUNAGA,MBC1+RAM+BATTERY,MBC1,8,1,0x800,0x20000,None,No,0,Japan
Zerd no Densetsu (Japan).gb,LEGEND OF ZERD,MBC1+RAM+BATTERY,MBC1,8,1,0x800,0x20000,None,No,0,Japan
Zelda no Densetsu - Yume o Miru Shima (Japan).gb,ZELDA,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,No,0,Japan
Bass Fishing Tatsujin Techou (Japan).gb,TATSUJINTECHO,MBC1,MBC1,32,0,0x0,0x80000,None,No,0,Japan
Yakuman (Japan).gb,YAKUMAN,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Kirby no Kirakira Kids (Japan) (SGB Enhanced).gb,KIRAKIRA KIDS,MBC1+RAM+BATTERY,MBC1,16,1,0x800,0x40000,None,Yes,0,Japan
Torpedo Range (Japan).gb,TORPEDO RANGE,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Medarot - Parts Collection (Japan) (SGB Enhanced).gb,PARTS COLLECTION,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Trump Boy II (Japan).gb, - TRUMP BOY2 - ,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Jimmy Connors no Pro Tennis Tour (Japan).gb,J CONNORS TENNIS,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Tasmania Monogatari (Japan).gb,TASMANIA STORY,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
"Hyper Black Bass '95 (Japan) (En,Ja).gb",HYPER BB 95,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Chachamaru Boukenki 3 - Abyss no Tou (Japan).gb,ABYSS NO TOU,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan).gb,SIKAKU RIKAAE8J,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Sakigake!! Otoko Juku - Meioutou Kessen (Japan).gb,GB OTOKOJYUKU 1,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Flipull (Japan).gb,FLIPULL,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Pachinko Monogatari Gaiden (Japan) (SGB Enhanced).gb,PACHINCOGAIDEN,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
Mani 4 in 1 (China) (DMG-601 CHN).gb,TETRIS SET,MBC3+TIMER+RAM+BATTERY,MBC3,16,0,0x0,0x40000,None,Yes,0,Non-Japan (0xb)
Zoids Densetsu (Japan).gb,ZOIDS J1,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Rockman World 5 (Japan) (SGB Enhanced).gb,ROCKMANWORLD5,MBC1,MBC1,32,0,0x0,0x80000,None,Yes,0,Japan
World Ice Hockey (Japan).gb,WORLD ICE HOKKEY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Uchuu no Kishi Tekkaman Blade (Japan).gb,GB TEKKAMANBLADE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Alien vs Predator (Japan).gb,ALIEN V PREDATOR,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Akazukin Chacha (Japan) (SGB Enhanced).gb,AKAZUKIN-CHACHA,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
Nemesis II (Japan).gb,NEMESIS 2,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Puyo Puyo (Japan) (SGB Enhanced).gb,PUYOPUYO,MBC1,MBC1,16,0,0x0,0x40000,None,Yes,0,Japan
VS Battler (Japan).gb,VS BATTLER,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Spot - The Cool Adventure (Japan).gb,SPOT COOL ADV,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Xenon 2 - Megablast (Japan).gb,XENON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Cult Jump (Japan).gb,GB CULT JUMP,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Selection I & II (Japan) (SGB Enhanced).gb,SELECTION 1&2,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Dodge Boy (Japan).gb,DODGE BOY,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Super Momotarou Dentetsu (Japan).gb,MOMOTETU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Double Yakuman (Japan).gb,DOUBLEYAKUMAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Nekketsu Koukou Soccer-bu - World Cup Hen (Japan).gb,WORLD CUP,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
"Hyper Black Bass (Japan) (En,Ja).gb",HYPER BLACKBASS,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Space Invaders (Japan).gb,SPACE INVADERS,ROM ONLY (0x0),ROM ONLY,2,0,0x0,0x8000,None,No,0,Japan
Navy Blue 98 (Japan).gb,NAVY BLUE 98,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Pocket Family (Japan) (SGB Enhanced).gb,POCKET_FAMILY,HuC3,HuC3,32,4,0x4000,0x80000,None,Yes,0,Japan
Crayon Shin-chan 2 - Ora to Wanpaku Gokko Dazo (Japan).gb,GB CRAYON 2,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Chachamaru Panic (Japan).gb,CHACHAMARUPANIC,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Ultraman Club - Tekikaijuu o Hakken seyo! (Japan).gb,GB ULTRAMANCLUB1,MBC1,MBC1,4,0,0x0,0x10000,None,No,0,Japan
Nichibutsu Mahjong - Yoshimoto Gekijou (Japan).gb,MAHJONGYOSHIMOTO,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Mickey Mouse IV (Japan).gb,MICKEY 4,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250 (Japan).gb,RIKA  ANKI  250,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Home Alone (Japan).gb,HOME ALONE,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
Frisky Tom (Japan) (SGB Enhanced).gb,FRISKY TOM,MBC1,MBC1,8,0,0x0,0x20000,None,Yes,0,Japan
Cave Noire (Japan).gb,CAVE NOIRE,MBC2+BATTERY,MBC2,8,1,0x100,0x20000,None,No,0,Japan
Mini Yonku GB Let's & Go!! (Japan) (SGB Enhanced).gb,MINI4WD GB      ,MBC1+RAM+BATTERY,MBC1,32,4,0x4000,0x80000,None,Yes,0,Japan
Akumajou Special - Boku Dracula-kun (Japan).gb,BOKU DRACURA KUN,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Tsuri Sensei (Japan) (SGB Enhanced).gb,TURI SENSEI V1,MBC1+RAM+BATTERY,MBC1,32,1,0x800,0x80000,None,Yes,0,Japan
Seiken Densetsu - Final Fantasy Gaiden (Japan).gb,SEIKEN DENSETSU,MBC2+BATTERY,MBC2,16,1,0x100,0x40000,None,No,0,Japan
Nakajima Satoru Kanshuu - F-1 Hero GB '92 - The Graded Driver (Japan).gb,F-1HERO GB92,MBC1,MBC1,16,0,0x0,0x40000,None,No,0,Japan
Peetan (Japan).gb,PEETAN,MBC1,MBC1,8,0,0x0,0x20000,None,No,0,Japan
